t_i,min_t,max_t,length_t,g_mse,g_pct_min,k4_mse,k4_pct_min,l_mse,l_pct_min
773,3,45,27,12858.92499941231,1.009004957365576,15206.668046191435,1.0067797733701285,13344.450220250192,1.009980386794201
774,3,45,29,12862.600570553968,1.00929336946093,15213.49095930428,1.0072314943452039,13340.979971230056,1.0097177395221304
775,3,45,31,12858.52385081223,1.0089734803232773,15209.673533157555,1.0069787560451908,13340.997117962248,1.0097190372798444
776,3,45,33,12861.04365140555,1.0091712022394055,15205.365924940992,1.0066935645219153,13343.628988980205,1.009918231556479
777,3,45,35,12859.327261454244,1.009036521776636,15212.939156052373,1.007194961401155,13341.388257713943,1.0097486408582
778,3,45,37,12856.782732408128,1.0088368594859072,15208.052914483382,1.0068714606076534,13340.546948034602,1.009684965977532
779,3,45,39,12862.652328327205,1.009297430752973,15204.350060979128,1.0066263077575675,13342.91381230743,1.009864103106024
780,3,45,41,12851.875678523027,1.0084518162807907,15219.937993301925,1.007658329691865,13338.663796524499,1.0095424388550822
781,3,45,43,12858.919664951687,1.0090045387849236,15201.024523980099,1.0064061357004115,13343.26219591787,1.0098904706676557
782,3,44,11,12882.143874105932,1.0108268794680366,15165.478245202083,1.004052742150715,13353.63635063627,1.0106756429769093
783,3,44,13,12875.029010811084,1.0102685954485087,15186.344733339905,1.0054342386188837,13354.908124550622,1.010771897726167
784,3,44,15,12894.677085149095,1.0118103265349445,15197.549022656875,1.0061760350351037,13350.374794253199,1.010428790695777
785,3,44,17,12903.531927594231,1.0125051419976867,15171.767804939363,1.0044691516828796,13341.744904633932,1.0097756338319273
786,3,44,19,12892.565589764088,1.0116446432207467,15178.402504099595,1.0049084116770235,13352.669236628553,1.0106024465421768
787,3,44,21,12882.691841208656,1.010869876959907,15156.496051997006,1.0034580628684486,13353.240207787476,1.0106456607370233
788,3,44,23,12901.916536470833,1.0123783866389249,15172.754856471756,1.004534500878053,13348.127552619233,1.0102587072575513
789,3,44,25,12894.50923944692,1.0117971561380743,15176.474797983357,1.0047807850647417,13350.493381588862,1.0104377660286805
790,3,44,27,12899.044964739227,1.0121530621959598,15171.325694047871,1.0044398810825228,13347.089765860579,1.0101801619256254
791,3,44,29,12879.789144094426,1.010642110192613,15183.611758439312,1.0052532980050237,13355.04719079051,1.010782423013641
792,3,44,31,12885.642425862101,1.01110140133248,15178.43685062222,1.0049106856389565,13353.899691853027,1.010695574068829
793,3,44,33,12891.035142497707,1.0115245531759849,15178.973868038782,1.0049462396650783,13353.225471286842,1.0106445453987092
794,3,44,35,12892.108743860483,1.0116087957621518,15174.748839266742,1.0046665154351107,13353.101690085055,1.0106351769658406
795,3,44,37,12888.562314489256,1.0113305170711508,15181.576425120697,1.0051185457758685,13353.282288946511,1.010648845667431
796,3,44,39,12878.505621763787,1.0105413956776312,15178.058895746177,1.0048856625817495,13354.172027738277,1.010716185926057
797,3,44,41,12884.857367106872,1.0110397999018872,15156.343897266652,1.0034479892412425,13353.294215446815,1.0106497483296755
798,3,44,42,12913.591892344954,1.0132945201381507,15175.300972597921,1.004703070232542,13337.27214669529,1.009437111246257
799,3,43,11,12934.586400167636,1.0149419022071422,15146.228883501224,1.0027783099113947,13261.477259768115,1.0037005430136021
800,3,43,13,12933.775787273147,1.0148782956125721,15150.739119854814,1.0030769167278333,13282.908496454904,1.0053225752712933
801,3,43,15,12929.280340307545,1.0145255500857047,15153.654108878984,1.0032699078538456,13241.290943954544,1.0021727331213368
802,3,43,17,12933.796138926797,1.0148798925516183,15160.61398687936,1.0037306967902924,13240.763572231372,1.0021328187683165
803,3,43,19,12934.249299051697,1.0149154507971578,15163.033509154659,1.0038908848131116,13276.471343802732,1.0048353766367908
804,3,43,21,12927.643904813258,1.0143971434322543,15166.967623725437,1.0041513486414761,13259.944192546014,1.0035845121692883
805,3,43,23,12932.271111762933,1.014760227807596,15171.047783641528,1.004421481616245,13260.158498046821,1.0036007319722045
806,3,43,25,12929.305491449697,1.0145275236275921,15172.7271783404,1.0045326684067497,13251.205131194076,1.0029230925964494
807,3,43,27,12938.284999229334,1.0152321212409052,15176.596785104577,1.004788861401115,13234.029406282303,1.0016231405561968
808,3,43,29,12934.272045020924,1.0149172356116514,15176.959615220914,1.0048128831014103,13282.39263406283,1.0052835320068891
809,3,43,31,12933.21779682739,1.0148345116161683,15179.368525632095,1.004972368550193,13267.7883561788,1.0041782010278895
810,3,43,33,12933.996914870375,1.0148956468951889,15182.103816928164,1.005153462524415,13260.548792209234,1.003630271551776
811,3,43,35,12928.721744150145,1.0144817185607515,15182.824340224206,1.0052011658265776,13256.298902975108,1.0033086168787342
812,3,43,37,12929.489679149425,1.0145419763366732,15182.336791769465,1.0051688869656674,13269.357727671208,1.004296979576332
813,3,43,39,12933.136446708426,1.014828128293043,15184.334300619163,1.0053011349703516,13283.51234385814,1.0053682777186643
814,3,43,41,12929.104085712292,1.0145117198658087,15186.689786207262,1.005457083350323,13259.91503862977,1.003582305642746
815,3,42,11,12980.699945815451,1.0185603070242226,15162.177373284503,1.003834203081472,13220.97640123587,1.0006352183212577
816,3,42,13,12967.047605341104,1.0174890449071412,15154.333692914655,1.0033149007121984,13212.939707174442,1.0000269577153327
817,3,42,15,12993.079279350268,1.019531679740533,15183.512763411087,1.0052467438939074,13226.951047246863,1.0010874119440405
818,3,42,17,12963.54556495886,1.017214249299675,15180.624588015255,1.0050555280035074,13212.661663026607,1.0000059138258248
819,3,42,19,12969.787944759677,1.0177040719065469,15187.381105122498,1.0055028531335977,13212.583526108938,1
820,3,42,21,12987.944363186383,1.0191287568006098,15221.972683985634,1.0077930393744334,13219.54939265169,1.0005272145700337
821,3,42,23,12989.053940880262,1.0192158223518712,15217.779812559686,1.0075154441687537,13223.56374384141,1.0008310424460722
822,3,42,25,12994.36121887264,1.0196322700568445,15216.207717485264,1.0074113613073448,13222.258704723714,1.0007322700057606
823,3,42,27,12987.33405369265,1.0190808674704572,15227.805645222472,1.0081792191328303,13223.120307584533,1.0007974807844942
824,3,42,29,12969.546100966483,1.0176850950802374,15226.062747728236,1.0080638280465697,13213.593988072653,1.0000764772432067
825,3,42,31,12979.18361179966,1.0184413244079444,15226.12278542716,1.0080678029305308,13213.846636588134,1.0000955990534857
826,3,42,33,12973.543957773198,1.0179987960573407,15229.006470224122,1.0082587215142427,13215.858727108078,1.000247884979699
827,3,42,35,12972.603592642696,1.0179250081568392,15229.528632834108,1.008293292056096,13213.717450382132,1.0000858215405755
828,3,42,37,12965.924525140199,1.0174009198507867,15228.728359930072,1.0082403088141056,13212.87948884536,1.000022400065501
829,3,42,39,12973.810008023574,1.018019672298671,15223.359797140058,1.007884875236373,13216.27055536596,1.0002790543764386
830,3,42,40,13004.695682756981,1.0204431873995845,15244.87366859215,1.0093092326668802,13236.055467226943,1.0017764838399412
831,3,41,11,13040.49120456732,1.0232519648797993,15215.393813148854,1.0073574755763703,13317.907094720873,1.0079714590567248
832,3,41,13,13039.13637975394,1.023145655452446,15219.355668663366,1.0076197760346237,13290.174315667526,1.0058724918866369
833,3,41,15,13063.391904053373,1.025048920636958,15255.813906868028,1.010033547196437,13311.100889021518,1.0074563284854854
834,3,41,17,13026.588771166906,1.0221610786493325,15256.577616914878,1.0100841097408124,13284.039377185663,1.0054081664600663
835,3,41,19,13040.129011153022,1.0232235445452402,15273.139035299086,1.0111805827483702,13287.623620550734,1.0056794414425847
836,3,41,21,13046.32689355282,1.0237098755617793,15296.934140081277,1.0127559725791448,13315.686485429456,1.0078033912986646
837,3,41,23,13045.986556908754,1.0236831702686813,15299.209263430148,1.0129066004591385,13303.971977293852,1.0069167737713312
838,3,41,25,13058.52216461344,1.0246668053951165,15314.639662405996,1.0139281926670256,13319.719458983416,1.008108628616256
839,3,41,27,13020.471372098333,1.0216810629414366,15299.602516384912,1.0129326363480966,13276.83820572339,1.0048631427371855
840,3,41,29,13031.53193158629,1.0225489550362343,15309.443971346409,1.0135842043158902,13290.423621415195,1.0058913606981132
841,3,41,31,13035.050608420075,1.022825056060917,15327.334659837297,1.0147686836015284,13301.887723675409,1.006759026150336
842,3,41,33,13033.844977861205,1.0227304535019388,15322.650168930262,1.0144585400066652,13301.74881665593,1.0067485129135265
843,3,41,35,13025.814114717678,1.0221002934594692,15320.608836745429,1.0143233906137687,13287.985598012947,1.005706837860666
844,3,41,37,13038.791432790551,1.023118588400099,15324.771701819494,1.0145989992048887,13288.791507933021,1.0057678334955076
845,3,41,39,13039.858280385735,1.0232023010364464,15341.091433130596,1.0156794709651022,13302.610779056417,1.0068137509041724
846,3,40,11,13195.978326827057,1.035452617513962,15318.63302653059,1.0141925791990476,13346.557074744022,1.0101398449720558
847,3,40,13,13150.772123198722,1.0319054093634554,15333.25518575411,1.0151606607080619,13348.738617361421,1.0103049559522883
848,3,40,15,13219.530185084528,1.0373006679332657,15382.971639235438,1.0184522114683374,13352.736169059617,1.0106075123516705
849,3,40,17,13146.202407657964,1.0315468361829923,15385.86178521082,1.0186435578238482,13349.329824882112,1.0103497017447765
850,3,40,19,13150.45029143738,1.0318801560982995,15389.381360756894,1.0188765764877574,13351.935419013744,1.010546907244101
851,3,40,21,13207.19553741842,1.0363328015958364,15430.405611587907,1.0215926472159977,13355.1518198143,1.0107903419057778
852,3,40,23,13208.468208637285,1.0364326646535174,15428.912402115027,1.0214937870916014,13356.888249742595,1.0109217643429464
853,3,40,25,13244.082671416872,1.0392272349228173,15455.212865585381,1.0232350478708714,13354.88712854914,1.0107703086348707
854,3,40,27,13126.256709795098,1.0299817513860388,15430.783037218931,1.0216176352337616,13351.028312972545,1.0104782525378198
855,3,40,29,13149.94872534886,1.031840799568124,15449.3908056175,1.0228495898469832,13352.73243962011,1.0106072300874562
856,3,40,31,13147.99000318107,1.0316871039537945,15440.400066106435,1.0222543447439871,13353.106925975428,1.0106355732464287
857,3,40,33,13133.184458037584,1.0305253529950664,15445.232279576097,1.0225742685278882,13351.852597109051,1.0105406388330418
858,3,40,35,13145.77408417389,1.0315132268012746,15453.62661295539,1.0231300276877202,13352.728569148814,1.0106069371491913
859,3,40,37,13149.04420268273,1.0317698241285582,15453.671783193635,1.0231330182496294,13353.50958171936,1.0106660484175516
860,3,40,38,13272.01867829268,1.0414192975896401,15472.584973371298,1.0243851937599342,13355.464715948538,1.0108140235826897
861,3,39,11,13443.158520884748,1.0548481767211426,15463.720543216485,1.0237983111532243,13333.32723077734,1.0091385386082747
862,3,39,13,13438.940622512459,1.0545172096793798,15491.801402843475,1.0256574456727274,13341.458348115315,1.0097539456800186
863,3,39,15,13471.426575556125,1.0570662942776103,15535.979692900408,1.0285823341963864,13343.838115869994,1.0099340594140191
864,3,39,17,13408.262821274735,1.0521100058476944,15538.089059153572,1.028721987884615,13346.098724408794,1.0101051545321187
865,3,39,19,13440.959496510797,1.0546756252446554,15562.845345504355,1.0303610141516457,13348.35918856887,1.010276238722853
866,3,39,21,13465.92109390409,1.056634294069207,15591.332550908322,1.0322470513896151,13347.249140052581,1.010192224229087
867,3,39,23,13468.60275166149,1.0568447164778687,15601.822443104264,1.032941550096079,13348.478189726282,1.0102852453760316
868,3,39,25,13368.580574457153,1.0489962476011712,15578.033759661765,1.031366585399522,13348.384284520222,1.0102781381205979
869,3,39,27,13388.481760562558,1.050557839681281,15595.177072450686,1.0325015835800582,13349.513680759446,1.0103636169549979
870,3,39,29,13425.400427596887,1.0534547473200355,15613.772592752348,1.0337327272900503,13348.42591095266,1.0102812886348296
871,3,39,31,13418.38044598207,1.0529039084085177,15609.295764270562,1.0334363322907896,13349.64547139388,1.0103735915851808
872,3,39,33,13408.079612084679,1.0520956299196127,15615.742825479458,1.0338631694390115,13349.126556994037,1.0103343173282713
873,3,39,35,13431.53966298821,1.053936476464934,15624.340157210407,1.0344323684026098,13352.033593814038,1.010554337645589
874,3,39,37,13441.18189096322,1.0546930759339623,15641.903499218903,1.0355951752340091,13350.53757150911,1.010441110561577
875,3,38,11,13462.590061384355,1.056372916984753,15645.346865326166,1.0358231483401867,13321.414308788537,1.008236904044129
876,3,38,13,13464.809595374309,1.0565470777951635,15688.756044222444,1.0386971167308048,13342.246038587107,1.0098135623681732
877,3,38,15,13490.825086823088,1.0585884428269465,15690.051541015891,1.0387828869971214,13344.989942246862,1.0100212358829204
878,3,38,17,13481.854914135829,1.0578845777130057,15721.77100307395,1.0408829205301235,13347.010339881745,1.0101741505366586
879,3,38,19,13464.848699388422,1.0565501461810587,15764.983000820164,1.0437438342533438,13367.83914081432,1.011750587188235
880,3,38,21,13453.381021137047,1.0556503085814428,15783.201379313237,1.044950008736453,13360.047717199037,1.0111608899802753
881,3,38,23,13449.643500803544,1.055357035501078,15795.811498483594,1.0457848801811336,13382.643264825005,1.0128710436062727
882,3,38,25,13486.870048281022,1.0582781016829008,15764.069166482966,1.0436833325100225,13344.441709600304,1.0099797426620467
883,3,38,27,13473.002029043491,1.057189915838427,15782.108873712321,1.044877677799922,13353.136199902743,1.01063778885606
884,3,38,29,13482.71243875747,1.0579518653435298,15784.01193514412,1.0450036727747052,13355.032415279675,1.0107813047228233
885,3,38,31,13470.150240731564,1.0569661437467301,15801.523361345899,1.0461630424439359,13351.792934234762,1.0105361232230423
886,3,38,33,13479.925508765986,1.057733182508272,15801.623172840013,1.0461696506103744,13355.350416564708,1.0108053727852433
887,3,38,35,13474.225055175946,1.0572858833808687,15808.054379978601,1.0465954381166063,13353.111995779533,1.0106359569567074
888,3,38,36,13441.698500334473,1.0547336128697202,15826.721073364497,1.0478312939450847,13382.678601106767,1.012873718047777
889,3,37,11,13441.71065281596,1.0547345664419718,15828.256356203248,1.04793293959841,13327.157516830655,1.0086715811858682
890,3,37,13,13436.255158920138,1.0543064886371776,15881.079734797186,1.051430188895094,13423.315581073888,1.0159493451487764
891,3,37,15,13439.669293719717,1.0545743865320674,15884.211798423112,1.0516375517636667,13386.966886240449,1.013198278730796
892,3,37,17,13436.75332390726,1.0543455782921538,15914.87690754601,1.0536677803133623,13432.462096209181,1.0166416030343914
893,3,37,19,13433.477232414189,1.0540885122810024,15940.23350453347,1.055346551027034,13513.137266221114,1.022747537566613
894,3,37,21,13438.29440487825,1.0544665027348659,15954.046635972707,1.0562610696643635,13528.071483585742,1.023877840155438
895,3,37,23,13437.656588743075,1.0544164550331871,15971.258618573991,1.0574006142305983,13591.497405193502,1.0286782579906348
896,3,37,25,13438.971750129978,1.0545196521790747,15950.791305805009,1.0560455457535025,13422.923837691105,1.0159196958843455
897,3,37,27,13437.488639985531,1.0544032765498417,15964.768487110061,1.0569709255529371,13469.81570110363,1.0194687264974622
898,3,37,29,13437.831359408057,1.054430168813101,15965.47156623698,1.0570174739382845,13456.731329088356,1.0184784302401544
899,3,37,31,13437.037183120647,1.0543678519544946,15970.967452143997,1.0573813371298217,13458.487924728755,1.0186113789278148
900,3,37,33,13439.782017484653,1.054583231660073,15981.448986046533,1.0580752824632051,13462.355465148952,1.0189040953683621
901,3,37,35,13437.800868191242,1.0544277762500427,15991.784170749064,1.0587595385330388,13513.474619754628,1.0227730703121847
902,3,36,11,13424.929407277925,1.053417787633524,16007.548267322474,1.0598032236800647,13392.213486407596,1.0135953698944418
903,3,36,13,13423.645582373265,1.0533170493763795,16048.84544390542,1.0625373638582227,13634.751558904425,1.0319519669988277
904,3,36,15,13424.011846903604,1.053345789160369,16047.660009353078,1.062458880424092,13633.818948580762,1.031881381990088
905,3,36,17,13424.454832138113,1.0533805490098649,16058.986153644964,1.0632087444277452,13662.490989541908,1.0340514375968881
906,3,36,19,13423.860347956615,1.0533339014490282,16095.625856462542,1.065634529720551,13674.061642497987,1.0349271673838154
907,3,36,21,13423.26716028737,1.0532873556219902,16102.894798803905,1.0661157807152362,13655.102503872959,1.0334922369186597
908,3,36,23,13424.23678033946,1.0533634390768174,16108.643384369045,1.0664963742584692,13666.859091614228,1.0343820392588332
909,3,36,25,13424.90202661953,1.0534156391475458,16102.620581957244,1.0660976257864971,13651.064049085808,1.0331865847516046
910,3,36,27,13423.331149500473,1.0532923766819342,16110.599471157077,1.0666258798547752,13663.116096205531,1.0340987490604174
911,3,36,29,13423.694897938323,1.0533209190349724,16111.874771311432,1.0667103129729625,13664.145687812916,1.034176674138836
912,3,36,31,13424.183048123432,1.0533592228556057,16109.701932106911,1.0665664569648448,13669.488052318231,1.0345810132671192
913,3,36,33,13424.374993637535,1.0533742842993332,16108.633917629595,1.066495747499092,13674.02869829873,1.0349246739880922
914,3,36,34,13426.377057329855,1.0535313808055033,16125.505427108774,1.0676127505426425,13670.442401169528,1.0346532435655624
915,3,35,11,13423.43223027522,1.053300308216088,16135.864035301298,1.0682985573990045,13478.128028448902,1.0200978485256293
916,3,35,13,13420.546160313168,1.053073846136315,16166.276477041456,1.0703120577338432,13690.126199295466,1.036143020193051
917,3,35,15,13422.493419265676,1.053226642263242,16176.877305300031,1.0710139011251296,13688.889346911683,1.0360494084946774
918,3,35,17,13421.018204331847,1.0531108861497658,16191.588205826856,1.0719878578823547,13669.385242531383,1.0345732320647036
919,3,35,19,13420.753930514842,1.0530901493003424,16207.696582755532,1.073054336615523,13631.98971304084,1.031742935520758
920,3,35,21,13420.481791639218,1.0530687953011078,16214.450802398125,1.0735015096385945,13633.995759927342,1.0318947640320053
921,3,35,23,13422.855358048764,1.0532550426175806,16204.46052414711,1.0728400886065244,13689.219747165149,1.036074414978293
922,3,35,25,13421.311356004497,1.0531338889661737,16216.33383045521,1.0736261782744063,13660.956647081171,1.0339353102355962
923,3,35,27,13421.750325471974,1.0531683337093256,16216.96220283494,1.0736677805899257,13652.640733938364,1.0333059168148186
924,3,35,29,13421.471008970006,1.0531464165012252,16223.044559740581,1.0740704719545573,13666.647702253797,1.0343660401652408
925,3,35,31,13421.202549722284,1.0531253512324088,16225.116592667106,1.0742076539351098,13665.986645663303,1.0343160078162164
926,3,35,33,13424.13084146373,1.0533551263406598,16235.852362978185,1.0749184313630058,13644.798142672915,1.0327123469615078
927,3,34,11,13419.368436530734,1.0529814333463703,16234.299331601365,1.0748156106416722,13540.822530624311,1.0248429085702089
928,3,34,13,13420.151017403497,1.0530428403442487,16274.636559391081,1.0774861960012756,13707.635934530788,1.0374682519466079
929,3,34,15,13420.989404911072,1.0531086263373528,16274.108059586375,1.077451205896146,13716.07586055793,1.0381070313352463
930,3,34,17,13421.148060845071,1.053121075638047,16307.883196207702,1.0796873383802559,13677.610897951876,1.0351957942914052
931,3,34,19,13420.03417774304,1.0530336722530884,16299.415555426707,1.0791267257963175,13670.155212531366,1.0346315075714176
932,3,34,21,13420.105036096487,1.0530392323158388,16316.937016574617,1.0802867598438828,13647.76045792083,1.0329365510501374
933,3,34,23,13420.748034101272,1.053089686624767,16306.060275041013,1.0795666492093279,13684.470405811984,1.0357149590593366
934,3,34,25,13419.724779076245,1.0530093945791295,16315.878334143274,1.0802166682199281,13674.159116051758,1.0349345447111624
935,3,34,27,13420.044756773885,1.053034502360937,16322.461370484414,1.08065250780132,13655.53389233727,1.0335248867379367
936,3,34,29,13421.256784337973,1.053129606875559,16321.953694589953,1.0806188963737267,13665.256176903604,1.0342607219776627
937,3,34,31,13419.38526474291,1.0529827538105234,16312.681325294436,1.0800050055575672,13660.709430105639,1.0339165995137267
938,3,34,32,13420.161733069153,1.0530436811734603,16331.77399704597,1.0812690639088542,13660.069443927629,1.0338681618878267
939,3,33,11,13419.559650277683,1.0529964373703145,16346.73915689786,1.082259854277814,13558.000835588793,1.0261430558828475
940,3,33,13,13418.732169314238,1.052931507184138,16371.49315888409,1.0838987293051374,13737.614366347925,1.039737182300607
941,3,33,15,13418.670660519698,1.052926680755909,16368.426277342978,1.0836956819121428,13747.131009215516,1.0404574534609585
942,3,33,17,13419.806243353387,1.0530157868599375,16390.767127336556,1.0851747906705578,13680.37262446312,1.0354048167362424
943,3,33,19,13420.211186622515,1.0530475616596209,16398.881073634584,1.0857119863922144,13676.102338290928,1.0350816183122737
944,3,33,21,13420.053676477919,1.0530352022659126,16397.34027324156,1.0856099754411115,13714.654810559896,1.0379994785621474
945,3,33,23,13419.94430134787,1.0530266198962017,16402.200203238714,1.0859317342383883,13694.13098345115,1.0364461239840523
946,3,33,25,13419.891002488208,1.0530224376792883,16414.411867523428,1.086740225392643,13685.74540707003,1.0358114580714735
947,3,33,27,13419.82103925669,1.0530169478543272,16408.55487085436,1.0863524543331842,13691.381676262514,1.0362380415009251
948,3,33,29,13418.824468729812,1.052938749668862,16405.639871546497,1.0861594625263247,13733.082870625962,1.0393942141208403
949,3,33,31,13420.286924008784,1.0530535045668397,16423.59532190916,1.0873482294667203,13673.91347095288,1.0349159529574459
950,3,32,11,13421.53614904538,1.0531515278662094,16456.200828544177,1.0895069248811862,13504.02251839073,1.0220576840029725
951,3,32,13,13420.95450556908,1.0531058878806714,16450.281000371866,1.0891149939698515,13653.39353094259,1.0333628925760494
952,3,32,15,13418.779059914601,1.0529351865623304,16460.263495448973,1.0897758997054716,13741.216403840239,1.0400098040392092
953,3,32,17,13419.652039279552,1.0530036868846322,16487.977687813524,1.0916107584807906,13744.061081848404,1.0402251047033482
954,3,32,19,13419.51884485048,1.0529932354791505,16496.671313263854,1.0921863327113888,13708.102153507129,1.0375035379279922
955,3,32,21,13420.814516743703,1.0530949033373456,16488.49132588883,1.0916447646433163,13751.919345862367,1.0408198607552919
956,3,32,23,13421.568369090906,1.0531540560857662,16509.367613284092,1.0930269098857037,13726.594575700534,1.038903144761649
957,3,32,25,13421.19146797814,1.0531244816780116,16503.378363606862,1.0926303828217616,13737.623147016806,1.0397378468692633
958,3,32,27,13421.947583570654,1.0531838120171515,16506.482637863377,1.0928359058543524,13726.73561329307,1.0389138192517864
959,3,32,29,13418.505687550327,1.052913735774588,16501.903659925,1.0925327479004163,13729.745266111762,1.0391416061045804
960,3,32,30,13421.219728302514,1.0531266991889927,16520.307333309564,1.093751190103732,13737.957785989878,1.039763174162174
961,4,51,11,12751.529745196249,1.0005779431395427,15691.61608588363,1.0388864699860172,13312.48586621042,1.0075611510726927
962,4,51,13,12789.128945641376,1.0035282503886984,15700.889507377151,1.0395004304644897,13312.467653581625,1.0075597726421415
963,4,51,15,12821.57903769258,1.0060745210721442,15682.399512859256,1.038276273243868,13312.308489851363,1.0075477262675663
964,4,51,17,12799.263063403709,1.0043234471148001,15686.012694189909,1.0385154892161093,13312.468907346807,1.0075598675338922
965,4,51,19,12795.653307083849,1.0040401993299513,15649.689945971617,1.0361106883676716,13312.467601688371,1.0075597687145785
966,4,51,21,12817.284894741266,1.0057375713251235,15655.032814504544,1.0364644208194083,13312.3379588331,1.0075499566399744
967,4,51,23,12814.12243364583,1.005489421582986,15650.020666002103,1.0361325841726126,13312.365780992195,1.007552062371911
968,4,51,25,12803.130144841383,1.0046268865034993,15670.50976325884,1.0374890949236881,13312.455201935456,1.0075588302340088
969,4,51,27,12800.60044722358,1.0044283879947113,15643.27577767619,1.0356860289430552,13312.399220228552,1.0075545932347274
970,4,51,29,12806.974704179649,1.004928558644162,15638.249202198349,1.0353532371371819,13312.400226063026,1.0075546693617372
971,4,51,31,12797.468807509858,1.0041826567227758,15631.496405970742,1.0349061583533883,13312.48664276727,1.0075612098467281
972,4,51,33,12828.281882865005,1.0066004751474453,15660.495300775952,1.036826072739057,13312.261111550988,1.0075441404207648
973,4,51,35,12811.826273354209,1.0053092481145771,15640.714990137842,1.0355164882461927,13312.355111136632,1.0075512548193575
974,4,51,37,12806.23914195535,1.0048708410720633,15639.079649828918,1.035408218141223,13312.395690526497,1.007554326087727
975,4,51,39,12805.904743352463,1.004844601720946,15647.191066070467,1.0359452463567775,13312.359564134531,1.0075515918463962
976,4,51,41,12800.997968349182,1.0044595803989291,15633.365526416548,1.0350299062153863,13312.41828594474,1.0075560362315608
977,4,51,43,12817.932268035656,1.0057883689511564,15642.55464766703,1.03563828547256,13312.347966512072,1.007550714075411
978,4,51,45,12817.085990318861,1.0057219638347417,15631.035765232831,1.034875660957357,13312.350498110014,1.0075509056804772
979,4,51,47,12813.075277646592,1.0054072540927474,15610.824473850467,1.033537542751867,13312.329521195934,1.007549318033819
980,4,51,48,12782.46398566789,1.0030052690621725,15634.771075690995,1.0351229626677063,13312.6056016534,1.0075702133005866
981,4,50,11,12747.821992797855,1.000287005868283,15607.163437012628,1.0332951584355456,13313.413205946792,1.0076313371747931
982,4,50,13,12757.995079962491,1.001085260417656,15604.104168731028,1.0330926150895694,13313.404319194353,1.0076306645771576
983,4,50,15,12777.538052573718,1.002618744456741,15619.6889889225,1.0341244309806459,13313.124919001031,1.0076095180547708
984,4,50,17,12768.145006838953,1.0018816976420521,15586.865010642421,1.0319512713303172,13313.34341120043,1.0076260547297495
985,4,50,19,12758.830543541351,1.0011508169780068,15574.9585000026,1.031162983320927,13313.364275558326,1.007627633857545
986,4,50,21,12781.275870037973,1.0029120408521497,15589.617359287695,1.0321334946113743,13313.176313125741,1.0076134078409438
987,4,50,23,12777.479495312731,1.002614149627342,15605.997668898714,1.033217977046831,13313.002483273003,1.0076002514546554
988,4,50,25,12771.393159730987,1.0021365713869796,15569.212252653484,1.030782544582717,13313.31901230585,1.0076242080890427
989,4,50,27,12766.644604884292,1.0017639651713857,15569.080322196975,1.0307738099332395,13313.211350837704,1.007616059685066
990,4,50,29,12767.808085278872,1.0018552603213289,15572.35575822255,1.030990664981926,13313.281697661843,1.007621383914351
991,4,50,31,12763.986554339233,1.0015553951566283,15557.911057516923,1.0300343323745045,13313.353099603646,1.0076267880006649
992,4,50,33,12785.277090225507,1.0032260057446207,15589.43533347862,1.0321214433255665,13313.04579984946,1.0076035298881556
993,4,50,35,12780.530125806254,1.0028535243255532,15583.231774361375,1.031710727590655,13313.060630287498,1.0076046523361621
994,4,50,37,12774.093823258145,1.0023484851268298,15568.81865275943,1.030756485724134,13313.164644405466,1.0076125246888903
995,4,50,39,12778.492233971707,1.0026936164822673,15581.057964855094,1.0315668073422855,13313.089347783834,1.0076068258320783
996,4,50,41,12783.064815952754,1.0030524145845228,15580.124271159517,1.0315049907809997,13313.092666669065,1.0076070770233174
997,4,50,43,12784.787980856023,1.003187626659392,15594.253961686589,1.0324404676772811,13313.055719194454,1.0076042806379975
998,4,50,45,12781.27375329176,1.0029118747568173,15587.861013537624,1.0320172131636012,13313.04560941433,1.0076035154749918
999,4,50,47,12777.710467674075,1.0026322734018893,15569.066241032497,1.0307728776690817,13313.152712284844,1.0076116216012694
1000,4,49,11,12762.707259680441,1.001455012375586,15556.322865353652,1.0299291837817062,13314.671243931049,1.0077265523143433
1001,4,49,13,12752.072025463089,1.00062049440083,15566.688235562373,1.0306154383272736,13314.183762010509,1.0076896570379898
1002,4,49,15,12765.184249295195,1.001649375030376,15535.866394963128,1.0285748331401874,13314.181894309104,1.007689515680215
1003,4,49,17,12760.050000651103,1.0012465044689198,15544.806980497278,1.029166757725542,13314.234707328942,1.007693512856069
1004,4,49,19,12756.043009572708,1.0009320867503,15511.580598482684,1.0269669563454533,13314.470010320161,1.0077113218629716
1005,4,49,21,12769.400789335175,1.0019802354874878,15526.290293276918,1.0279408332753828,13314.254857039201,1.0076950378954543
1006,4,49,23,12764.491127554797,1.0015949876479042,15498.705914984588,1.0261145690312137,13314.127449262116,1.0076853949836926
1007,4,49,25,12763.28761759757,1.0015005514867839,15530.491884528985,1.028219005789947,13314.229602533242,1.0076931264974367
1008,4,49,27,12760.598753233695,1.0012895635952643,15521.890815871426,1.0276495594176387,13314.25295127147,1.0076948936566135
1009,4,49,29,12758.730289884144,1.0011429503455223,15507.671161278198,1.0267081263183375,13314.317979195317,1.007699815322669
1010,4,49,31,12763.695376494385,1.001532547221133,15519.376413106394,1.027483089692762,13314.132595518022,1.0076857844802583
