t_i,min_t,max_t,length_t,g_mse,g_pct_min,k4_mse,k4_pct_min,l_mse,l_pct_min
386,2,49,39,12805.248113293399,1.0047930777417036,15465.67390806477,1.023927636539515,13314.894451375872,1.007743445864676
387,2,49,41,12796.28579491492,1.0040898289340632,15450.956692988637,1.0229532617182864,13315.063271385563,1.0077562230788641
388,2,49,43,12802.192402861703,1.004553304434526,15461.382490284072,1.0236435169278049,13314.875549184555,1.007742015244292
389,2,49,45,12802.811723551335,1.0046019008487728,15442.854551019971,1.0224168475195778,13314.887106579017,1.0077428899706042
390,2,49,47,12794.149346977481,1.003922187660774,15423.998332778037,1.0211684439198827,13314.861702313063,1.0077409672379378
391,2,49,48,12797.43914542388,1.0041803292193647,15447.252859133107,1.0227080439626055,13315.558329020254,1.007793691726363
392,2,48,11,12810.64370848563,1.0052164554577372,15424.679598723638,1.0212135481315505,13317.71422810831,1.0079568618651777
393,2,48,13,12810.423781360125,1.0051991983728794,15414.04443772216,1.020509431690638,13317.874851504379,1.00796901871518
394,2,48,15,12806.240246327538,1.0048709277291525,15420.60504338102,1.0209437862157933,13317.06598043856,1.007907798964764
395,2,48,17,12808.826242167184,1.0050738438066666,15394.919746733356,1.01924325345876,13317.736513984431,1.0079585485811844
396,2,48,19,12792.265860510232,1.0037743955877452,15388.677938615714,1.0188300053926478,13317.782116698123,1.007962000041953
397,2,48,21,12815.432470550313,1.0055922166246412,15401.309639361489,1.0196663056771993,13317.148158511278,1.0079140186471263
398,2,48,23,12801.215296870781,1.0044766335783888,15418.523195498732,1.0208059544216912,13316.609283177526,1.0078732336384497
399,2,48,25,12809.568086534757,1.0051320543215043,15374.50547537498,1.0178916966660903,13317.72202351493,1.0079574518638412
400,2,48,27,12793.719833005905,1.0038884848647318,15376.506743093252,1.0180241935321845,13317.355697870104,1.0079297263517109
401,2,48,29,12792.904197614818,1.0038244841684802,15379.205126149833,1.0182028439422492,13317.491995747056,1.0079400421144595
402,2,48,31,12794.424992229659,1.0039438167958639,15365.77678856878,1.0173138011469753,13317.7794969037,1.0079618017616985
403,2,48,33,12817.998841008493,1.005793592751717,15394.767313479417,1.0192331613914913,13316.79629459984,1.0078873876774344
404,2,48,35,12809.07016191905,1.0050929835278208,15393.198690783904,1.0191293084240238,13316.820741307827,1.0078892379369189
405,2,48,37,12812.06255341303,1.0053277883697453,15378.71457040581,1.018170365979339,13317.120803826676,1.0079119482961956
406,2,48,39,12809.090261360681,1.0050945606764743,15388.333188638779,1.0188071807145136,13316.937215665113,1.007898053348156
407,2,48,41,12812.592954639316,1.005369407514949,15388.017670373678,1.018786291364758,13316.91355632938,1.007896262681275
408,2,48,43,12810.680093400166,1.0052193104832654,15392.00143167798,1.019050042127971,13316.891790350366,1.007894615313902
409,2,48,45,12803.441457773573,1.0046513143846703,15397.890972785131,1.0194399678397112,13316.711280506712,1.0078809533496618
410,2,48,47,12808.38712758834,1.0050393876770194,15374.240572478082,1.0178741583810635,13317.135816685444,1.0079130845507924
411,2,47,11,12832.55293316188,1.0069356128765246,15346.300297268122,1.0160243314591937,13322.84301315005,1.0083450361409811
412,2,47,13,12822.503385501623,1.0061470521368872,15359.98326290384,1.0169302322784866,13320.734116375927,1.0081854233922742
413,2,47,15,12817.862457746616,1.0057828911271767,15337.137960360176,1.0154177254987227,13320.507354312898,1.0081682608091518
414,2,47,17,12812.82579972422,1.0053876782370332,15336.940257593953,1.0154046362969615,13320.85938127199,1.008194904119175
415,2,47,19,12816.505312418627,1.005676399615338,15313.99563488958,1.0138855538802083,13321.50601030705,1.0082438445125341
416,2,47,21,12819.329477683594,1.0058980042014836,15319.25757320113,1.0142339282278758,13321.053668354007,1.0082096088195565
417,2,47,23,12808.179846572822,1.0050231228981024,15297.095949074623,1.0127666853809996,13320.493331600319,1.00816719949419
418,2,47,25,12815.767722117747,1.005618522905572,15321.619572788653,1.014390307876738,13320.935749901259,1.0082006841113405
419,2,47,27,12810.145150100954,1.0051773349339221,15316.936229180423,1.0140802402404758,13320.924188007924,1.0081998090445292
420,2,47,29,12811.283466120656,1.0052666555036416,15302.42825897495,1.0131197187829704,13321.272219973409,1.008226149991763
421,2,47,31,12813.379926475332,1.0054311590598008,15321.734811268827,1.0143979374094274,13320.400105869006,1.0081601436650913
422,2,47,33,12819.465570727441,1.0059086830534025,15311.106474333175,1.013694272765807,13320.399663680384,1.0081601101978575
423,2,47,35,12819.678012441287,1.0059253527783159,15316.468804061187,1.0140492936745231,13320.773047874192,1.0081883699392677
424,2,47,37,12816.79257201029,1.0056989400961365,15299.87448813211,1.012950642636731,13320.869610830972,1.0081956783476944
425,2,47,39,12816.352719309041,1.0056644260480267,15308.8030752083,1.013541772846569,13320.834569119992,1.008193026200905
426,2,47,41,12818.551223108409,1.0058369366764384,15304.396515869294,1.013250030119024,13320.819606063487,1.0081918937156134
427,2,47,43,12812.629626071395,1.0053722850227318,15301.639005559462,1.01306746510239,13320.20070166001,1.0081450516727795
428,2,47,45,12807.157768388206,1.004942923195939,15276.734307660372,1.0114186130310137,13320.500710159838,1.0081677579436035
429,2,47,46,12819.7251918148,1.0059290548157538,15299.954571508262,1.0129559446741694,13322.674602856181,1.0083322899363092
430,2,46,11,12853.20356788779,1.0085560121565686,15299.692275050358,1.012938578952261,13326.200000806537,1.0085991111786037
431,2,46,13,12848.016844992297,1.0081490240829722,15274.552895878704,1.0112741894628459,13330.437016123942,1.0089197914837864
432,2,46,15,12836.115088748387,1.007215125560972,15287.967571123756,1.0121623277231158,13326.496170095392,1.0086215268771135
433,2,46,17,12844.648666542053,1.0078847322581312,15246.828374232085,1.0094386468222496,13330.61060637093,1.008932929735412
434,2,46,19,12846.257838191106,1.008010999591615,15272.351096392478,1.0111284160967795,13326.26519920728,1.0086040457472758
435,2,46,21,12847.458753536363,1.0081052321605737,15257.673175335936,1.010156642793781,13328.537458651928,1.0087760226691365
436,2,46,23,12843.776036432566,1.007816259340958,15249.615107594227,1.0096231465939456,13328.788375715956,1.0087950134337762
437,2,46,25,12851.22405204739,1.0084006849191645,15233.59152316581,1.0085622816726876,13331.030380298766,1.0089647005035594
438,2,46,27,12842.242001136532,1.0076958877532443,15248.101183999239,1.0095229150606977,13328.452875900948,1.0087696209876778
439,2,46,29,12846.956009696607,1.0080657832154543,15235.680768345137,1.0087006032156955,13330.599062036525,1.0089320559975556
440,2,46,31,12848.866003207684,1.0082156552242965,15257.977702176824,1.0101768044401667,13326.251723131183,1.0086030258047285
441,2,46,33,12851.56003840027,1.008427048856716,15237.6326216557,1.008829828528413,13328.547264956875,1.0087767648634942
442,2,46,35,12843.648388366182,1.0078062431435089,15242.067083421016,1.009123418577038,13327.826555225613,1.008722217641156
443,2,46,37,12848.10035304065,1.0081555767329622,15242.856593676408,1.009175689262081,13328.590997127543,1.008780074751419
444,2,46,39,12851.25556905007,1.0084031579728565,15245.91357669042,1.009378081308563,13327.415964821961,1.0086911419319398
445,2,46,41,12848.902533836463,1.008218521683626,15234.908292421418,1.0086494603135783,13329.019845646837,1.0088125323338781
446,2,46,43,12837.249304972607,1.0073041244308631,15252.998445418756,1.0098471454395748,13326.591159846954,1.0086287162168344
447,2,46,45,12843.629483382849,1.0078047597207576,15231.849610794074,1.0084469558079079,13328.782140175152,1.00879454149422
448,2,45,11,12857.948468745706,1.0089283316535769,15223.202687215256,1.0078744735432468,13344.1722884194,1.0099593514054563
449,2,45,13,12872.66751579768,1.0100832953417405,15205.569972384912,1.0067070737823742,13351.637053782493,1.0105243253447576
450,2,45,15,12860.956603575249,1.0091643718323298,15186.131877694332,1.0054201461985086,13346.798799940118,1.0101581400462643
451,2,45,17,12867.94736138988,1.0097129176315338,15191.788614349682,1.0057946587498834,13349.334211133253,1.0103500337200584
452,2,45,19,12867.561334089116,1.009682627116567,15203.900752926564,1.0065965606586,13344.4231391444,1.0099783371491986
453,2,45,21,12863.18477130821,1.00933921010913,15197.309422555698,1.0061601719587987,13344.042902318854,1.0099495587634426
454,2,45,23,12870.912789172875,1.0099456067042119,15211.260746762395,1.0070838398510922,13349.060463780923,1.0103293150353447
455,2,45,25,12867.023750817936,1.0096404444157858,15188.80169162341,1.0055969051475626,13348.443833551826,1.0102826451143654
456,2,45,27,12868.061571465738,1.0097218793863247,15192.430439378535,1.0058371517177795,13349.287958290377,1.0103465330539863
457,2,45,29,12871.268104932145,1.0099734873678405,15177.174586248884,1.0048271155737811,13351.983272984644,1.010550529092228
458,2,45,31,12871.142318990458,1.009963617286264,15190.313740810692,1.005697012582898,13344.310720607018,1.009969828704415
459,2,45,33,12869.929656772289,1.0098684629720582,15182.40608165791,1.005173474404413,13346.471162744756,1.0101333426858756
460,2,45,35,12871.654231710105,1.0100037856885127,15183.016733306216,1.0052139034929037,13347.96286300072,1.0102462426537748
461,2,45,37,12872.912169255484,1.0101024926348088,15192.425075302133,1.0058367965812296,13347.480102750764,1.0102097047390666
462,2,45,39,12872.46760706988,1.010067609046239,15188.089893010309,1.0055497794758372,13347.273173338252,1.010194043198528
463,2,45,41,12864.542498200599,1.0094457472547491,15187.350275472058,1.0055008120113487,13345.87555878002,1.0100882641466515
464,2,45,43,12863.491976428002,1.009363315661407,15163.126051393318,1.0038970117078252,13346.574913517776,1.0101411951072297
465,2,45,44,12879.913734700158,1.0106518864794203,15181.161776584893,1.00509109336107,13352.99175409413,1.0106268564136405
466,2,44,11,12892.926050489274,1.0116729275958918,15166.441173777934,1.0041164942501508,13352.62981873003,1.010599463181773
467,2,44,13,12921.412589020403,1.0139081889880694,15151.21882289984,1.0031086761718804,13324.899357740936,1.0085006714553635
468,2,44,15,12901.361437636844,1.0123348295394512,15154.45887847523,1.0033231888059426,13344.101755064945,1.0099540130585452
469,2,44,17,12905.22919093224,1.012638321647003,15145.06639749276,1.0027013458192875,13332.415717122109,1.0090695503098523
470,2,44,19,12892.855867118109,1.0116674204971698,15156.396576527766,1.00345147694903,13349.090688561364,1.010331602610699
471,2,44,21,12890.305575444314,1.0114673060286816,15155.980246976458,1.0034239132401332,13351.887658078997,1.0105432924374544
472,2,44,23,12905.86583197141,1.0126882771420864,15148.796799473183,1.002948322556665,13331.186909992606,1.0089765475199683
473,2,44,25,12906.882410922202,1.0127680453342913,15151.569425675676,1.0031318883431548,13336.651379350507,1.0093901282059186
474,2,44,27,12906.683727373756,1.0127524551752898,15154.77087317173,1.0033438448726681,13339.40429697356,1.009598483946309
475,2,44,29,12904.516293008943,1.0125823824811135,15153.480877475771,1.0032584388145835,13338.811094702305,1.0095535871802765
476,2,44,31,12893.983191633466,1.0117558785933642,15158.477668256042,1.0035892586808461,13349.457784399881,1.0103593864152662
477,2,44,33,12903.573278593602,1.0125083866984186,15153.059463159856,1.0032305384613844,13343.795940076641,1.0099308673211729
478,2,44,35,12901.267239031331,1.0123274380304452,15161.149497847806,1.0037661510798062,13348.706660874692,1.0103025373120076
479,2,44,37,12907.931923723298,1.0128503977563774,15158.326760549946,1.003579267614711,13341.555387873133,1.0097612901753346
480,2,44,39,12905.27895872811,1.0126422267909208,15157.927333033715,1.0035528229298498,13346.27153683166,1.0101182339137948
481,2,44,41,12892.008908077612,1.0116009619191328,15160.963758940272,1.003753853962866,13351.906137426175,1.0105446910547
482,2,44,43,12903.909651507702,1.0125347809683802,15158.365713673502,1.0035818465634188,13344.362330027674,1.009973734785353
483,2,43,11,12926.588878479732,1.014314358378237,15104.264555582124,1,13245.099696875071,1.002461000204985
484,2,43,13,12921.329808299593,1.0139016934094986,15128.160970852243,1.0015820972402982,13268.375232743443,1.0042226190301282
485,2,43,15,12930.484036573731,1.0146200008659838,15149.701393414298,1.0030082125260036,13235.219141760846,1.0017131861915711
486,2,43,17,12937.841246456557,1.0151973011647637,15140.750233792824,1.0024155878676804,13221.313695560317,1.0006607465855657
487,2,43,19,12926.32039892257,1.014293291515794,15145.473272270357,1.002728283561016,13241.791931948355,1.0022106506105866
488,2,43,21,12922.699057610273,1.0140091346880198,15130.541367637628,1.0017396949026423,13243.811472811083,1.00236350041916
489,2,43,23,12939.890006151925,1.015358061779603,15150.873446511478,1.0030858100212585,13226.577469554682,1.0010591375576239
490,2,43,25,12927.192441420464,1.0143617183246796,15157.175788732246,1.0035030658365003,13235.213437814738,1.0017127544859854
491,2,43,27,12936.601488764709,1.0151000207422507,15157.681660987333,1.003536557851502,13225.023334352381,1.000941512174274
492,2,43,29,12929.24101830708,1.0145224645950122,15158.430713582378,1.0035861499777714,13267.403194232864,1.0041490498823034
493,2,43,31,12922.504637317948,1.0139938790551595,15161.23550753048,1.0037718454770643,13252.358388454631,1.0030103773623906
494,2,43,33,12926.20117009734,1.014283935953356,15168.087039183065,1.0042254611845602,13244.298031123548,1.002400325791844
495,2,43,35,12926.772865198482,1.014328795316886,15162.288485306532,1.0038415594159442,13242.808914486694,1.002287621366255
496,2,43,37,12924.181943191748,1.0141254926964056,15171.085177052175,1.0044239573018705,13247.633278738851,1.0026527554252092
497,2,43,39,12921.520629332952,1.0139166666182728,15167.301646994512,1.0041734631421755,13256.605553067384,1.0033318258213055
498,2,43,41,12924.452948146296,1.01414675771993,15153.714688134896,1.0032739185923818,13243.76262006473,1.002359802978288
499,2,43,42,12950.968098300194,1.0162273296146878,15174.251459446814,1.004633585674241,13218.386557267957,1.0004392048797688
500,2,42,11,12975.32129477104,1.0181382588694974,15135.241230576623,1.0020508562254393,13229.321614789875,1.0012668293561104
501,2,42,13,12969.241654592703,1.0176612059992753,15149.068875098723,1.0029663357227174,13217.416556460608,1.0003657899563791
502,2,42,15,12977.238402465733,1.0182886891090266,15173.123429248119,1.0045589027795827,13238.234018171168,1.0019413683941178
503,2,42,17,12960.364823287633,1.0169646651303517,15170.706574662438,1.0043988913750692,13216.071958082146,1.0002640234566023
504,2,42,19,12969.713686684401,1.0176982450768484,15179.278571914554,1.0049664130323186,13219.144983348826,1.0004966066800578
505,2,42,21,12979.659564429725,1.0184786711195262,15194.997869317578,1.0060071321845274,13228.17040257119,1.0011796993700324
506,2,42,23,12981.488723463232,1.0186222002662242,15204.356991631365,1.0066267666115694,13229.717803097454,1.001296815036564
507,2,42,25,12984.3254035854,1.0188447868592605,15210.278486115994,1.0070188078435565,13234.164032173703,1.0016333297740083
508,2,42,27,12990.907724962868,1.0193612837593624,15223.80424879576,1.0079143008104594,13247.721862341941,1.0026594599128602
509,2,42,29,12969.789784600203,1.0177042162738412,15210.40266729961,1.0070270294410502,13217.71918187473,1.0003886942894737
510,2,42,31,12969.19667888851,1.01765767687779,15218.758809160927,1.0075802600753898,13223.671875324371,1.0008392264233201
511,2,42,33,12971.443591216343,1.0178339859920942,15216.223816628091,1.0074124271747207,13221.510598862049,1.0006756492956483
512,2,42,35,12975.40024045619,1.018144453523225,15227.818263743266,1.0081800545605168,13229.602282485937,1.001288071809981
513,2,42,37,12968.80493855065,1.0176269380763026,15223.254968338215,1.0078779348917135,13221.84967369016,1.000701312318133
514,2,42,39,12974.303764542752,1.0180584160331283,15223.27574138748,1.007879310201924,13218.634847879823,1.0004579968602603
515,2,42,41,12976.709271660813,1.0182471696503406,15236.06925528008,1.0087263235633173,13228.134410269797,1.0011769752774036
516,2,41,11,13042.579878785147,1.0234158574789243,15211.999096180718,1.00713272335784,13322.04727318248,1.0082848102233173
517,2,41,13,13021.680507713752,1.0217759405326925,15227.95401069982,1.0081890418869803,13307.41271686886,1.0071771876085047
518,2,41,15,13055.090298581847,1.0243975161785568,15256.07005418074,1.0100505058051643,13330.214389556239,1.0089029418973856
519,2,41,17,13015.068169016777,1.0212570882549683,15248.227584062124,1.0095312835623496,13295.372267696384,1.006265901095259
520,2,41,19,13023.21725345098,1.0218965248013732,15270.881053540847,1.0110310897525392,13311.373928147288,1.0074769935677708
521,2,41,21,13048.809695273452,1.0239046942767487,15300.203110425055,1.0129723995578797,13320.679940083262,1.008181323036537
522,2,41,23,13053.603639551678,1.0242808620778896,15305.836959273016,1.013345396788379,13328.015718766512,1.0087365345641504
523,2,41,25,13052.601989294937,1.024202265299804,15312.738760335265,1.0138023406559107,13331.140036555851,1.0089729998839847
524,2,41,27,13025.819488677666,1.0221007151395294,15297.672433806174,1.0128048523986275,13304.903502490486,1.0069872766517705
525,2,41,29,13023.760187621265,1.0219391273726897,15309.750679953,1.0136045104092761,13304.621555796602,1.0069659373964064
526,2,41,31,13031.558836173568,1.0225510661662034,15320.825482108568,1.0143377339379567,13318.001628344335,1.0079786138741968
527,2,41,33,13031.032739606091,1.0225097847958975,15315.089766632636,1.0139579924778659,13311.643884120345,1.0074974253003326
528,2,41,35,13026.374641562688,1.022144276480241,15315.938326875375,1.0140141726539755,13306.103291666603,1.0070780832055186
529,2,41,37,13021.901559643766,1.0217932858779084,15321.96565532105,1.014413220778662,13304.189977933594,1.0069332732424083
530,2,41,39,13033.564088009784,1.0227084128373756,15318.037398294446,1.0141531447576053,13315.59612786733,1.0077965525481698
531,2,41,40,13072.2049075456,1.0257404531105778,15335.227843811013,1.0152912634295412,13337.758383438797,1.0094739122808576
532,2,40,11,13154.003484348756,1.0321589655059458,15306.793810826928,1.0134087465496593,13343.397459585873,1.0099007081558604
533,2,40,13,13151.798450486911,1.0319859424812479,15329.718442349278,1.0149265054208703,13348.194082584818,1.0102637426062742
534,2,40,15,13208.236549870735,1.0364144870186156,15362.711000978765,1.0171108261806183,13349.471205801028,1.0103604022197166
535,2,40,17,13119.710479959267,1.0294680864912897,15371.320654861576,1.017680840950363,13349.93845006145,1.0103957658001623
536,2,40,19,13151.480178541931,1.0319609685452238,15384.08737867327,1.0185260806351364,13351.286995417096,1.010497831028585
537,2,40,21,13182.183270301906,1.0343701568555748,15423.43021636128,1.0211308309388158,13349.61973192433,1.0103716434824876
538,2,40,23,13187.122504882684,1.0347577251925721,15419.071422101646,1.020842250568445,13352.505275025133,1.0105900370385323
539,2,40,25,13219.735919038305,1.0373168113184452,15446.993407711838,1.0226908666005226,13350.779534527288,1.0104594236354507
540,2,40,27,13106.486113130317,1.0284304063050345,15415.896550077141,1.0206320535070241,13350.290445421675,1.0104224067186118
541,2,40,29,13128.42524289314,1.0301519102948304,15436.302515126417,1.0219830603683104,13351.508184248989,1.0105145717993402
542,2,40,31,13150.1236800066,1.0318545277854503,15453.337168248774,1.0231108645761666,13351.230670824565,1.0104935680778593
543,2,40,33,13143.671898416384,1.0313482739882887,15451.10903124904,1.0229633474963686,13350.57805450149,1.0104441745340618
544,2,40,35,13127.216689098661,1.0300570783574852,15443.478924121198,1.0224581850569952,13352.528335653325,1.0105917823919786
545,2,40,37,13152.278592033686,1.0320236178857591,15455.881128039273,1.0232792911672883,13353.482528832052,1.0106640009082772
546,2,40,39,13165.869203619943,1.0330900363044675,15471.235030363272,1.024295818802083,13351.883684373506,1.0105429916858655
547,2,39,11,13431.310480996062,1.0539184931757999,15445.765001012855,1.0226095381323628,13328.643593803637,1.0087840555532048
548,2,39,13,13414.792164693872,1.0526223457111397,15470.313148452757,1.0242347842573607,13333.388586824809,1.009143182366806
549,2,39,15,13464.94479629862,1.056557686644883,15527.388505710267,1.0280135420411296,13334.22645321141,1.0092065966403994
550,2,39,17,13405.494871304278,1.0518928123231923,15529.444275718572,1.028149647311316,13341.418227379354,1.0097509091250647
551,2,39,19,13415.741098814475,1.0526968059970458,15543.62603337093,1.0290885713880342,13337.596993185283,1.0094616973909236
552,2,39,21,13460.777753287311,1.0562307100853214,15588.48819918405,1.0320587369097007,13337.58950064484,1.0094611303148155
553,2,39,23,13464.364494789173,1.056512151959843,15590.657475401847,1.032202357025054,13337.584146225101,1.0094607250632819
554,2,39,25,13473.13578537923,1.0572004113352005,15621.376294275658,1.0342361415076264,13336.775455012907,1.0093995189251639
555,2,39,27,13364.558544958933,1.0486806498585481,15587.976545734133,1.0320248621422115,13343.267416776107,1.0098908658105306
556,2,39,29,13413.579989227299,1.052527229591011,15610.698216099741,1.0335291836722003,13341.04381026981,1.0097225712069882
557,2,39,31,13406.3714848117,1.051961597806794,15601.240063196828,1.0329029927796807,13342.399236523142,1.0098251572190768
558,2,39,33,13397.427009286666,1.0512597490794544,15607.989708507172,1.033349862952373,13341.4357336899,1.0097522340976193
559,2,39,35,13412.232291467008,1.0524214794041777,15618.79686702544,1.0340653667412862,13343.493487969672,1.009907976104904
560,2,39,37,13425.435833106745,1.053457525494336,15625.746211265285,1.034525458274659,13337.603363096296,1.009462179500346
561,2,39,38,13488.272606331913,1.058388156607897,15645.207427526693,1.0358139166560514,13336.781605349817,1.009399984416027
562,2,38,11,13470.215935027045,1.0569712985998625,15642.194553996189,1.0356144449426543,13321.435146956423,1.0082384811897225
563,2,38,13,13476.413136620062,1.0574575761953406,15676.979802332178,1.037917453355145,13329.037333729251,1.0088138559268287
564,2,38,15,13464.890933981478,1.0565534602149897,15723.438324163195,1.0409933079695854,13335.561634838208,1.0093076504293244
565,2,38,17,13480.68324796387,1.0577926402473203,15716.568140242438,1.0405384573613035,13331.525607031967,1.0090021819493509
566,2,38,19,13477.052186462231,1.05750772070266,15753.173697166996,1.0429619819751537,13335.269870708496,1.0092855681371566
567,2,38,21,13462.391752843298,1.056357356251564,15781.389786293345,1.0448300695621076,13336.893067220954,1.0094084204551192
568,2,38,23,13462.774534904103,1.0563873921213558,15793.69783056733,1.0456449416949871,13343.809359723857,1.0099318829928763
569,2,38,25,13452.71779051049,1.055598266673577,15810.732840482184,1.0467727695248141,13346.568252779885,1.0101406909864512
570,2,38,27,13492.918201104325,1.0587526838258012,15785.211873985176,1.045083116486555,13335.04373345603,1.0092684528430873
571,2,38,29,13480.291286502104,1.0577618840948397,15803.50322508318,1.0462941222280588,13335.168060285807,1.0092778625720422
572,2,38,31,13479.556210491952,1.0577042046746457,15799.536908661097,1.0460315264288733,13337.672866160574,1.0094674398693073
573,2,38,33,13478.925815184755,1.0576547392652051,15802.155571361105,1.0462048988357437,13335.07453360537,1.0092707839654813
574,2,38,35,13479.775202245999,1.0577213883634429,15815.823539031737,1.047109806692749,13337.721320587243,1.0094711071631846
575,2,38,37,13475.310088268014,1.0573710229838178,15832.197618803608,1.0481938766725627,13341.843685684176,1.0097831101177004
576,2,37,11,13445.272054042192,1.0550140199338152,15826.587197983503,1.0478224305290276,13325.618127353911,1.0085550718390246
577,2,37,13,13438.668313118027,1.0544958422999968,15883.690142882531,1.0516030147930873,13348.45602039634,1.0102835674808721
578,2,37,15,13433.389814152877,1.0540816528072106,15911.411748925924,1.0534383644018934,13376.235621165219,1.012386078372401
579,2,37,17,13440.389654739558,1.0546309113068948,15912.64263593458,1.0535198570825948,13362.554602939297,1.0113506246930442
580,2,37,19,13440.76788515079,1.0546605900210935,15949.112270144755,1.0559343827336762,13406.190563654627,1.0146532309266472
581,2,37,21,13436.146816674835,1.0542979873151301,15951.5032681039,1.056092682262286,13402.369331219212,1.0143640193256107
582,2,37,23,13435.167686082359,1.0542211575940017,15973.303417657735,1.0575359931546244,13454.418860981894,1.0183034101086341
583,2,37,25,13445.221032767506,1.0550100164328153,15947.865818750957,1.0558518595900164,13350.702856480642,1.0104536202248993
584,2,37,27,13442.389790168998,1.0547878565075084,15961.993712128437,1.056787217503372,13370.040476373506,1.0119171962056794
585,2,37,29,13437.837196289584,1.0544306268173584,15979.320479303162,1.0579343615507344,13376.752791157707,1.0124252206030986
586,2,37,31,13442.247025905084,1.0547766541830503,15971.948084440752,1.0574462613300795,13394.228419217232,1.0137478709405585
587,2,37,33,13440.564508979938,1.054644631644743,15979.211363834755,1.0579271374010246,13374.193426679396,1.012231514014735
588,2,37,35,13438.859741086193,1.054510863133299,15982.490115368177,1.0581442119577735,13388.516519300485,1.0133155633675952
589,2,37,36,13432.527625596262,1.0540139992103625,15997.925960862964,1.0591661647604396,13422.842358483727,1.0159135290959034
590,2,36,11,13436.96713880387,1.054362355766993,16001.458625433468,1.059400050002419,13319.20989901074,1.0080700623531424
591,2,36,13,13424.836362353963,1.0534104866507792,16036.346477508476,1.0617098514460197,13421.93314266069,1.0158447147098872
592,2,36,15,13433.440054152616,1.0540855950036847,16046.279386654742,1.0623674742723224,13407.538830241076,1.0147552750563047
593,2,36,17,13432.494010694782,1.0540113615402433,16062.825889879921,1.063462959799889,13443.323476239966,1.0174636511985011
594,2,36,19,13422.255472516454,1.0532079712273998,16091.559738138398,1.0653653263899827,13602.115104423972,1.0294818630697997
595,2,36,21,13428.519450250307,1.0536994885654802,16094.372645992464,1.065551559082327,13564.370376795901,1.026625137316393
596,2,36,23,13423.247271558099,1.053285795007364,16113.898609568592,1.0668443041547055,13672.997553648667,1.0348466313669784
597,2,36,25,13433.45905508321,1.0540870859551574,16095.140811395311,1.0656024166000844,13467.85674533728,1.019320462097659
598,2,36,27,13429.409755709547,1.0537693484193935,16110.856743527853,1.0666429129496227,13558.592410882213,1.0261878295103708
599,2,36,29,13433.47818795163,1.0540885872594332,16112.636906455782,1.066760771248607,13525.22975257725,1.0236627625362218
600,2,36,31,13433.469587658241,1.0540879124177442,16116.533124875796,1.0670187261066986,13548.78622103622,1.025445643863891
601,2,36,33,13428.373083130884,1.0536880035347251,16117.20320086059,1.06706308947059,13514.950435362913,1.0228847680437727
602,2,36,35,13429.66115009173,1.0537890746545095,16130.732764389504,1.0679588340782886,13592.982196617375,1.0287906350606408
603,2,35,11,13426.22115082978,1.05351914724543,16137.480817878843,1.0684055988621353,13329.027975947385,1.0088131476791307
604,2,35,13,13419.88988193765,1.053022349752726,16156.228170502134,1.0696467948537907,13560.3776413699,1.026322945438619
605,2,35,15,13421.457127993117,1.053145327298629,16170.985999755188,1.0706238585962025,13558.666684539234,1.0261934509436714
606,2,35,17,13419.72497390629,1.0530094098669145,16177.787754159168,1.0710741787279077,13627.797834782366,1.0314256714330652
607,2,35,19,13419.795131919092,1.0530149149758345,16200.790228088901,1.072597091269931,13730.013709595414,1.0391619233637388
608,2,35,21,13420.524405338067,1.0530721390824418,16219.277332076119,1.0738210571187272,13710.08682829303,1.0376537488827218
609,2,35,23,13428.576879409393,1.0537039948757836,16210.780387432322,1.0732585044295493,13686.64194021841,1.0358793125638677
610,2,35,25,13431.006015226501,1.0538946025729035,16212.052533166683,1.0733427287047321,13662.366500042363,1.0340420155562025
611,2,35,27,13422.286654719619,1.0532104180102824,16228.169168042119,1.0744097541673838,13698.879749770356,1.036805536381319
612,2,35,29,13425.905947875803,1.0534944141248033,16230.17687140576,1.0745426771148239,13696.254441852707,1.0366068388357208
613,2,35,31,13425.007698608166,1.053423930941797,16225.485255883406,1.0742320618243482,13714.355988162613,1.0379768620619987
614,2,35,33,13420.047861555417,1.0530347459847202,16222.987611512483,1.074066701613546,13699.907531796338,1.0368833245008
615,2,35,34,13420.135625678737,1.0530416325973657,16241.488996300299,1.0752916129437027,13721.02469802525,1.0384815862023955
616,2,34,11,13419.56969958018,1.052997225911817,16243.221219184625,1.0754062973017493,13336.226680466678,1.0093579846903835
617,2,34,13,13418.804449996725,1.0529371788531894,16275.250218969764,1.077526824234211,13610.496435438276,1.0301162076699864
618,2,34,15,13419.761657252448,1.0530122883095625,16285.230120111228,1.0781875582345153,13672.32543819451,1.0347957620231572
619,2,34,17,13423.10317784956,1.0532744883649932,16297.720029059328,1.0790144709850262,13678.229329916896,1.0352426005775337
620,2,34,19,13418.840937215438,1.052940041906249,16313.61704494866,1.0800669562504182,13751.89414828704,1.0408179536660933
621,2,34,21,13418.873128400972,1.0529425678612403,16317.94302260255,1.0803533639492486,13747.326378851596,1.0404722400949042
622,2,34,23,13421.511839026876,1.0531496203250126,16308.591226413211,1.0797342145590267,13683.265487210481,1.0356237642828479
623,2,34,25,13424.31589081129,1.0533696466609086,16320.921020434742,1.0805505266658597,13706.217420572484,1.0373608911147538
624,2,34,27,13426.382297115564,1.053531791957272,16320.206525418935,1.0805032224748363,13721.440450775866,1.038513052626036
